"YEAR","SEX","Age_group","ENTIDAD_NAME","ENTIDAD","PSY","Dx","mx","all_other","circulatory","diabetes","digestive","homicides","infectious","neoplasms","other_external","perinatal","respiratory","covid"
2021,"MALES",50,"Guanajuato",11,147105,2215,0.0150572720165868,0.0701764018820157,0.15292565269847,0.13721470311973,0.106183105541632,0.0775799207409617,0.0126489942879372,0.0514419549047685,0.0481459992633737,0,0.0727656692329746,0.270917598328136
2021,"MALES",50,"Guerrero",12,78989,1030,0.0130397903505551,0.0854518780231462,0.140574205218431,0.17053712107641,0.0789928342264623,0.0943544547610658,0.0258907461132526,0.0431512435220876,0.0492138149260173,0,0.039914900257931,0.271918801875196
2021,"MALES",50,"Hidalgo",13,79361,1327,0.0167210594624564,0.0590801824271513,0.122306342568489,0.1337077812825,0.10986840942593,0.0279853495707559,0.0155474164281977,0.0435327659989536,0.0497517325702326,0,0.0534758811565219,0.384744138571268
2021,"MALES",50,"Jalisco",14,211138,2715,0.0128588884994648,0.0923501081395407,0.156708459502277,0.0895608253255259,0.113597874981237,0.0584541303447669,0.0325587355485752,0.0672329486746215,0.0594648677038345,0,0.0688652182644202,0.2612068315152
2021,"MALES",50,"México",15,462527,8069,0.0174454680483518,0.063271636572399,0.12678567368985,0.169240617027152,0.101673934864805,0.0376024873114773,0.0117469080550583,0.0420136867094431,0.0241937280469209,0,0.0772943350181127,0.346176992704782
2021,"MALES",50,"Michoacán",16,112032,1948,0.0173878891745216,0.0822495990773569,0.126794653214694,0.133363130490882,0.105683549423642,0.0873560903653195,0.0140457353968507,0.0530868286441032,0.0563652879538962,0,0.0622496482955449,0.27880547713771
2021,"MALES",50,"Morelos",17,51460,875,0.0170034978624174,0.0590423209025922,0.119393917843097,0.105728028017517,0.109733470682465,0.0717831766868278,0.0115762963704792,0.0508860590944065,0.0528862972663565,0,0.0453922919797623,0.373578141156497
2021,"MALES",50,"Nayarit",18,32172,367,0.0114074350366779,0.0834859644868323,0.123890947284573,0.0763783415451117,0.0982056201346755,0.060058549516712,0.0331491994085748,0.0665529032271963,0.106259163397203,0,0.0800033663338291,0.272015944665293
2021,"MALES",50,"Nuevo León",19,164765,2029,0.0123145085424696,0.0723831624592932,0.188192052414988,0.0836824939695709,0.0911675987780842,0.0260721830638717,0.0318064940124064,0.0678372880108356,0.0470597547245947,0,0.0866878427445437,0.305111129821811
2021,"MALES",50,"Baja California",2,113056,1169,0.0103400084913671,0.071901852590842,0.178680527234428,0.0868511471118203,0.110260628665165,0.135782235096763,0.0470825829806721,0.0569530721277203,0.0850071069601438,0,0.0611848108625656,0.16629603636988
2021,"MALES",50,"Oaxaca",20,95695,1532,0.0160091958827525,0.104324006515893,0.10998000611642,0.162825272523553,0.132243391278911,0.0500259749274074,0.012245398581761,0.0553605926580079,0.0529810866951885,0,0.0569888453832434,0.263025425319615
2021,"MALES",50,"Puebla",21,150958,2899,0.0192040170113542,0.0626551352014519,0.144151610212082,0.176657231256035,0.111787863094404,0.0225866761732821,0.00784513406507781,0.0361377682413265,0.0288791001670236,0,0.0937711632093279,0.315528318379989
2021,"MALES",50,"Querétaro",22,59950,886,0.0147789824854045,0.0698355325378814,0.125500998838082,0.109627994966534,0.12652281877023,0.0170050226928853,0.0103179289380267,0.0541691269246404,0.0575367842863574,0,0.0477204213383737,0.381763370706989
2021,"MALES",50,"Quintana Roo",23,48102,680,0.0141366263357033,0.0746539171650613,0.120803324404516,0.0976213314138122,0.142267206415662,0.0568852468814695,0.0374116496347478,0.0301738660733601,0.070997331937318,0,0.0656725320420191,0.303513594032034
2021,"MALES",50,"San Luis Potosí",24,70652,986,0.0139557266602502,0.0764362299861229,0.14459876379995,0.137346350756315,0.130309601471103,0.0381213653059644,0.0191090574965307,0.0597158046766585,0.0622886249274272,0,0.0729076092832307,0.259166592296698
2021,"MALES",50,"Sinaloa",25,82739,983,0.0118807333905413,0.0642852091652408,0.168169508401774,0.0774305650195217,0.0568630711862112,0.0422066693647552,0.0314561670391807,0.0641221866567914,0.117992618696357,0,0.095578353695972,0.281895650774196
2021,"MALES",50,"Sonora",26,83967,865,0.0103016661307418,0.0764157570972612,0.226741560575602,0.0548686046291348,0.0645861288570667,0.109754277605337,0.0413439333435102,0.0648447145617047,0.0785811263840673,0,0.0860441295522329,0.196819767394083
2021,"MALES",50,"Tabasco",27,61573,773,0.0125542039530314,0.0848228166198473,0.166998477475383,0.180769937058691,0.0951484859510558,0.037554626149239,0.01841806905881,0.0556215190949818,0.0823995544910972,0,0.0613425896304657,0.216923924470429
2021,"MALES",50,"Tamaulipas",28,101291,1041,0.0102773198013644,0.0589332468366224,0.200732474148206,0.129300815004157,0.108400803241785,0.0239710563206352,0.0253214845324384,0.0672329072068191,0.067139050193501,0,0.0832164099724441,0.235751752543392
2021,"MALES",50,"Tlaxcala",29,32401,622,0.0191969383660998,0.0534758688981436,0.12638796349427,0.177539884741837,0.0877004249929555,0.028225608997366,0.00855613902370298,0.0256684170711089,0.036831289768432,0,0.190374093277391,0.265240309734792
2021,"MALES",50,"Baja California Sur",3,22352,331,0.0148085182534001,0.0529548525449108,0.135152397219615,0.031558229692305,0.0969652057481306,0.0231082119058408,0.0330754522736658,0.0525970494871749,0.0752436393537053,0,0.0606889032544326,0.438656058520219
2021,"MALES",50,"Veracruz",30,219484,2871,0.0130806801406936,0.0830518749267511,0.161422200742748,0.178291879327593,0.14071240530996,0.0323413269834043,0.0228300577187772,0.057256335231219,0.0416987060285646,0,0.0539948984142508,0.228400315316731
2021,"MALES",50,"Yucatán",31,59365,742,0.0124989471911059,0.0825318068707987,0.179078448870601,0.0638453600321273,0.16662081764482,0.00778601951611308,0.0282277598004665,0.0700741756450177,0.0561363451046351,0,0.073188583451463,0.272510683063958
2021,"MALES",50,"Zacatecas",32,40295,581,0.0144186623650577,0.103678721885204,0.141511244156815,0.098083362291399,0.127951154967275,0.145207606844807,0.0114050421269069,0.0570252106345343,0.0779127808533963,0,0.0524631937837715,0.184761682455891
2021,"MALES",50,"Campeche",4,24152,341,0.0141189135475323,0.0672260825282351,0.191076030845971,0.108308688517712,0.0672260825282351,0.0346016601248269,0.0339362435839648,0.0672260825282351,0.0716282084478827,0,0.0674578966059187,0.291313024289019
2021,"MALES",50,"Coahuila",5,86532,824,0.00952248879027412,0.092832073099183,0.19407046944749,0.130193674703426,0.13494702280882,0.0145867912457544,0.0175822930194361,0.0855671593612556,0.0710961205191592,0,0.049230420454421,0.209893975341054
2021,"MALES",50,"Colima",6,20166,233,0.0115541009620153,0.0811253472148699,0.119172284207886,0.0978174495735798,0.0778496679052496,0.10190371794761,0.0205231365788181,0.0541363734238998,0.07892155995902,0,0.0748129323995997,0.293737530789467
2021,"MALES",50,"Chiapas",7,115779,1659,0.0143290233980255,0.108177353466006,0.187373566532176,0.177114900895066,0.172166150094007,0.027310269979936,0.0353141574174253,0.080720507930052,0.0386266640490074,0,0.0720998711608232,0.101096558475502
2021,"MALES",50,"Chihuahua",8,107023,993,0.00927837941377087,0.103406283290134,0.175407810289507,0.086046104343615,0.141169041359438,0.0913645107639567,0.0226963714639523,0.0679311350081171,0.0944577913035666,0,0.0658080839929184,0.151712868184795
2021,"MALES",50,"Ciudad de México",9,277379,3738,0.0134761463557083,0.0733857323086363,0.101625072875241,0.104407995325224,0.0967970392024474,0.0280182451567774,0.0145304318684804,0.0549026000373281,0.0107944094988645,0,0.0614288327402874,0.454109640986714
2021,"MALES",55,"Aguascalientes",1,28737,439,0.0152764728398928,0.0823371923071647,0.164844502780253,0.10978292307622,0.122241586375393,0.0142083441127537,0.0137228653845274,0.0663271826918827,0.0674537590433372,0,0.0617528942303735,0.297328749998095
2021,"MALES",55,"Durango",10,39323,533,0.0135544083615187,0.0983029873075756,0.230481988861121,0.129001113168538,0.0827323563206456,0.00873953487412076,0.0172001484224717,0.0688005936898868,0.0620186651201389,0,0.080840697585617,0.221881914649885
2021,"MALES",55,"Guanajuato",11,122645,2455,0.0200171225895878,0.0656285925669003,0.17158356701591,0.160443949974699,0.0985925685845876,0.0413734275408217,0.0057001315014767,0.063811019479801,0.0368413875397972,0,0.0853933756961776,0.270631980099829
2021,"MALES",55,"Guerrero",12,69970,1309,0.0187080177218808,0.0829591975799174,0.139114998806478,0.161111851510078,0.0820993534864247,0.0483955919853868,0.0142344398147714,0.0551584542822392,0.0360762661972168,0,0.0569377592590857,0.323912087078403
2021,"MALES",55,"Hidalgo",13,68082,1457,0.0214006639052907,0.063154996297075,0.149437174336741,0.141431611425844,0.0969562619208616,0.0115635908712954,0.00800556291089683,0.0649340102772743,0.0426963355247831,0,0.0569284473663774,0.364892009068852
2021,"MALES",55,"Jalisco",14,177320,3157,0.0178039702233251,0.0862004103807296,0.169586586762849,0.0958322223080038,0.108124693108486,0.0245845543635149,0.0191916566039117,0.0771815859497915,0.0448598407418546,0,0.0793807175986717,0.295057732182187
2021,"MALES",55,"México",15,388857,9180,0.0236076501130236,0.0584789256014186,0.136759840322051,0.189597435768994,0.0904955970275342,0.0208890652206109,0.00801637080748217,0.0490018917389435,0.0194712955721604,0,0.0784490453330557,0.34884053260775
2021,"MALES",55,"Michoacán",16,97331,2100,0.0215758596952667,0.0881036134118037,0.148763678351278,0.165447077240094,0.0967198405150614,0.0463563372594376,0.0104988857765901,0.0545854723626902,0.0421318431020173,0,0.0716380797718084,0.27575517220922
2021,"MALES",55,"Morelos",17,45730,1045,0.0228515197900722,0.0779401904484983,0.120250357239767,0.153416813420143,0.086741214275845,0.0273769088263511,0.0115378843311548,0.0547374775652006,0.0337477759159715,0,0.0631498351621495,0.371101542814919
2021,"MALES",55,"Nayarit",18,27390,427,0.0155896312522819,0.0880586422405619,0.127537299575962,0.116756118687094,0.0818555834407312,0.0412422299774133,0.0339935956177467,0.0877476581150171,0.065279086804698,0,0.0708094207224145,0.286720364818362
2021,"MALES",55,"Nuevo León",19,135562,2003,0.0147755270651067,0.0770070741365992,0.198473218592808,0.100707915367725,0.0735590558563597,0.0189318946745682,0.0213242212722806,0.088385005892349,0.0352292184067045,0,0.0790679430935026,0.307314452707103
2021,"MALES",55,"Baja California",2,90965,1281,0.0140823393612928,0.0844711419705002,0.21248740582615,0.0955730132760371,0.105829643130459,0.0666437861609574,0.0386569338498507,0.063155875434335,0.0635207629127211,0,0.0701449554896824,0.199516481949307
2021,"MALES",55,"Oaxaca",20,84404,1863,0.0220724136296858,0.0886974186800141,0.123487568597326,0.189222015349371,0.12564141269244,0.0286871165055264,0.0126917152483945,0.0613864063173543,0.0321750736388297,0,0.0455651675757682,0.292446105394975
2021,"MALES",55,"Puebla",21,127457,3178,0.0249338992758342,0.0609338639858337,0.156575373648801,0.198786902566027,0.103747591501025,0.0102765715265322,0.00775071631481621,0.0415459629313368,0.023322652336065,0,0.0988249340661852,0.298235431123378
2021,"MALES",55,"Querétaro",22,48892,962,0.0196760206168698,0.062110901077608,0.136268584846805,0.123884702301758,0.12401034601606,0.00771511116853885,0.0119537870642047,0.061942351150879,0.0352576345732099,0,0.0532486878314574,0.383607893969479
2021,"MALES",55,"Quintana Roo",23,36504,695,0.0190390094236248,0.0702029675441224,0.151752769788655,0.130423463435872,0.112706149376997,0.0375544330389482,0.0327266283251123,0.0570602652531939,0.0489087987884519,0,0.0537996786672971,0.30486484578135
2021,"MALES",55,"San Luis Potosí",24,61565,1187,0.0192804353122716,0.0738961497295674,0.163245016486482,0.149711679971591,0.0893397366802388,0.0207509435130654,0.0239922564057037,0.0604604861423733,0.0596180291103789,0,0.0825949081668926,0.276390793793707
2021,"MALES",55,"Sinaloa",25,71446,1122,0.0157041681829634,0.064611068929287,0.21218007836691,0.0773366640776589,0.0485832889718626,0.0271771623932359,0.0327193578790095,0.087251621010692,0.0634574379830496,0,0.106090039183455,0.280593281204839
2021,"MALES",55,"Sonora",26,72168,957,0.0132607249750582,0.0904157305176828,0.241988918629029,0.0813249585056881,0.0740533326045005,0.0545901469445313,0.0483051773124773,0.0788097536034503,0.0583616494494982,0,0.0748348152379502,0.197315517195192
2021,"MALES",55,"Tabasco",27,52827,891,0.0168663751490715,0.0966275541751584,0.159343637897465,0.219608077670814,0.0939176798520999,0.0171086922495362,0.0123063394468362,0.0724706656313688,0.0297763922140506,0,0.067154438919961,0.231686521942709
2021,"MALES",55,"Tamaulipas",28,85925,1233,0.0143497235961594,0.0773925419644614,0.202707860432649,0.160204303354456,0.0891378732736051,0.0197113758998382,0.0265657852501309,0.0761073847706452,0.0499859607492778,0,0.0684287716011018,0.229758142703835
